3.876074541178123e-09,3.876074541178123e-09,3.876074541178123e-09,3.876074541178123e-09,3.876074541178123e-09,3.876074541178123e-09
-1.0482174460975796e-06,-1.0482174460975796e-06,-1.0482174460975796e-06,-1.0482174460975796e-06,-1.0482174460975796e-06,-1.0482174460975796e-06
-9.257426614495152e-07,-9.257426614495152e-07,-9.257426614495152e-07,-9.257426614495152e-07,-9.257426614495152e-07,-9.257426614495152e-07
1.1156657050503546e-06,1.1156657050503546e-06,1.1156657050503546e-06,1.1156657050503546e-06,1.1156657050503546e-06,1.1156657050503546e-06
1.5132710636491764e-06,1.5132710636491764e-06,1.5132710636491764e-06,1.5132710636491764e-06,1.5132710636491764e-06,1.5132710636491764e-06
-1.0163484207141007e-06,-1.0163484207141007e-06,-1.0163484207141007e-06,-1.0163484207141007e-06,-1.0163484207141007e-06,-1.0163484207141007e-06
-1.830825281913347e-06,-1.830825281913347e-06,-1.830825281913347e-06,-1.830825281913347e-06,-1.830825281913347e-06,-1.830825281913347e-06
7.180161493710547e-07,7.180161493710547e-07,7.180161493710547e-07,7.180161493710547e-07,7.180161493710547e-07,7.180161493710547e-07
2.0631417726999814e-06,2.0631417726999814e-06,2.0631417726999814e-06,2.0631417726999814e-06,2.0631417726999814e-06,2.0631417726999814e-06
-3.8825540516856333e-07,-3.8825540516856333e-07,-3.8825540516856333e-07,-3.8825540516856333e-07,-3.8825540516856333e-07,-3.8825540516856333e-07
-2.2254780450484456e-06,-2.2254780450484456e-06,-2.2254780450484456e-06,-2.2254780450484456e-06,-2.2254780450484456e-06,-2.2254780450484456e-06
8.738009727958247e-08,8.738009727958247e-08,8.738009727958247e-08,8.738009727958247e-08,8.738009727958247e-08,8.738009727958247e-08
2.3032640629913173e-06,2.3032640629913173e-06,2.3032640629913173e-06,2.3032640629913173e-06,2.3032640629913173e-06,2.3032640629913173e-06
2.2416678051993206e-07,2.2416678051993206e-07,2.2416678051993206e-07,2.2416678051993206e-07,2.2416678051993206e-07,2.2416678051993206e-07
-2.345247730268147e-06,-2.345247730268147e-06,-2.345247730268147e-06,-2.345247730268147e-06,-2.345247730268147e-06,-2.345247730268147e-06
-5.451427508860791e-07,-5.451427508860791e-07,-5.451427508860791e-07,-5.451427508860791e-07,-5.451427508860791e-07,-5.451427508860791e-07
2.368065647455257e-06,2.368065647455257e-06,2.368065647455257e-06,2.368065647455257e-06,2.368065647455257e-06,2.368065647455257e-06
8.662189167549235e-07,8.662189167549235e-07,8.662189167549235e-07,8.662189167549235e-07,8.662189167549235e-07,8.662189167549235e-07
-2.3564764330007163e-06,-2.3564764330007163e-06,-2.3564764330007163e-06,-2.3564764330007163e-06,-2.3564764330007163e-06,-2.3564764330007163e-06
-1.1967975232786933e-06,-1.1967975232786933e-06,-1.1967975232786933e-06,-1.1967975232786933e-06,-1.1967975232786933e-06,-1.1967975232786933e-06
2.3049047939960587e-06,2.3049047939960587e-06,2.3049047939960587e-06,2.3049047939960587e-06,2.3049047939960587e-06,2.3049047939960587e-06
1.536772565190524e-06,1.536772565190524e-06,1.536772565190524e-06,1.536772565190524e-06,1.536772565190524e-06,1.536772565190524e-06
-2.204527813148586e-06,-2.204527813148586e-06,-2.204527813148586e-06,-2.204527813148586e-06,-2.204527813148586e-06,-2.204527813148586e-06
-1.8901257199849027e-06,-1.8901257199849027e-06,-1.8901257199849027e-06,-1.8901257199849027e-06,-1.8901257199849027e-06,-1.8901257199849027e-06
2.061780275972692e-06,2.061780275972692e-06,2.061780275972692e-06,2.061780275972692e-06,2.061780275972692e-06,2.061780275972692e-06
2.2442744458157853e-06,2.2442744458157853e-06,2.2442744458157853e-06,2.2442744458157853e-06,2.2442744458157853e-06,2.2442744458157853e-06
-1.8807626302594907e-06,-1.8807626302594907e-06,-1.8807626302594907e-06,-1.8807626302594907e-06,-1.8807626302594907e-06,-1.8807626302594907e-06
